"id","location_srs","location_x","location_y","operator","elevation","slope","aspect","region","country","geometry","area","map_class","map_class_label","actively_saved","actively_saved_on_year","actively_saved_on_month","actively_saved_on_day","plot_file","ref_class","ref_class_label","confidence","confidence_label","comments"
"250","EPSG:4326","103.397902400925","13.3436348940694","khidorang","10","2.71310836438879E-4","3.14159265358979","Batdâmbâng","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","check_gp1_FNF_20170913.csv","Forest stable","Forest stable","hi","High",""
"107","EPSG:4326","103.975136589013","10.8452698517548","sereyoudom","573","0.0597997456030283","2.12962676947428","Kâmpôt","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"877","EPSG:4326","105.259242850642","12.6352345560627","sereyoudom","32","0.00333144394879171","3.76070976700628","Kâmpóng Thum","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","13","pts_grp_4.csv","Non Forest stable","Non Forest stable","hi","High",""
"890","EPSG:4326","103.79086932995","12.0599217341157","sereyoudom","305","0.0247226685344233","3.1973443114467","Pouthisat","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"176","EPSG:4326","106.033366467012","14.2672170170745","chealy","131","0.0","0.0","0","0","points","1.0","Deforestation other","Deforestation other","true","2017","9","14","check_gp3_Dfo_20170913.csv","Forest stable","Forest stable","hi","High",""
"178","EPSG:4326","105.873455909983","12.7536444920158","sereyoudom","46","0.00654062705666056","5.91590134810666","Krâchéh","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"624","EPSG:4326","103.720097135051","13.2684753237183","norin123","8","6.09184317549374E-4","5.81134804779794","Siemréab","Cambodia","points","1.0","Enhancement","Enhancement","true","2017","9","14","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"479","EPSG:4326","106.753153434787","13.3777563828821","chealy","106","0.00311807278082384","0.671147416237479","Rôtânôkiri","Cambodia","points","1.0","Deforestation other","Deforestation other","true","2017","9","13","check_gp3_Dfo_20170913.csv","Non Forest stable","Non Forest stable","hi","High",""
"499","EPSG:4326","103.531803908596","11.2608315440629","sophyra","44","0.0128552390329772","0.912192115284972","Kaôh Kong","Cambodia","points","1.0","Deforestation crops","Deforestation crops","true","2017","9","14","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"741","EPSG:4326","106.404100027529","12.41132774529","chealy","96","0.00644703549383854","5.05575618539884","Krâchéh","Cambodia","points","1.0","Deforestation rubber","Deforestation rubber","true","2017","9","14","check_gp3_Dfo_20170913.csv","Forest stable","Forest stable","hi","High",""
"507","EPSG:4326","103.205789370537","13.9930793862915","chealy","80","0.00653590675505491","5.98115742384805","Otdar Mean Chey","Cambodia","points","1.0","Deforestation other","Deforestation other","true","2017","9","14","check_gp3_Dfo_20170913.csv","Deforestation crops","Deforestation crops","hi","High",""
"503","EPSG:4326","106.516383247517","13.1542265597547","sereyoudom","113","0.00319585817123002","0.21822325195655","Môndól Kiri","Cambodia","points","1.0","Forest stable","Forest stable","true","2017","9","13","pts_grp_4.csv","Forest stable","Forest stable","hi","High",""
"338","EPSG:4326","103.605724239467","10.6863870190064","norin123","88","0.0129620786630944","2.44019825268513","Krong Preah Sihanouk","Cambodia","points","1.0","Degradation","Degradation","true","2017","9","13","pts_grp_4.csv","Deforestation other","Deforestation other","hi","High",""
"165","EPSG:4326","103.560844897269","13.7201129189227","chealy","24","5.82043390407597E-4","5.4866704240091","Siemréab","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","12","pts_grp_7.csv","Non Forest stable","Non Forest stable","hi","High",""
"252","EPSG:4326","104.631460957874","12.4659776610426","chealy","9","7.03203116781372E-4","4.51826128287838","Kâmpóng Chhnang","Cambodia","points","1.0","Non Forest stable","Non Forest stable","true","2017","9","12","pts_grp_7.csv","Non Forest stable","Non Forest stable","hi","High",""
"179","EPSG:4326","104.695449646326","14.05291701435","sophyra","67","0.00557236321280765","3.69251404848829","Preah Vihéar","Cambodia","points","1.0","Deforestation other","Deforestation other","true","2017","9","15","pts_grp_7.csv","Deforestation other","Deforestation other","hi","High",""
